Transcript_ID	Gene_ID	Architecture	Collapsed_Arch	Subclass	Combined_Subclasses	Arch_Type	OG_orig_ID	OG_orig_Size	OG	OG_Size	Fusion_Flag	Merged_Flag	Pair_Flag	PutPair_Flag	Truncated_Flag	Pseudogene_Flag	NoEvidence_Flag	CorBound_Flag	CorTrans_Flag	Misassembly_Flag	Delete_Flag	Mod_Flag	Note_Flag	Accession_Name	Origin	Seed_Collection	Sequencing_Facility	Population	Albugo_Phenotype	Assembly_Quality	Expression	Relict_Flag	TE_In_Exons	TE_In_Introns	TEs_2kb_Downstream	TEs_2kb_Upstream	Outlier
7111|T125-R1	7111|G125	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	96	61	96.1	54	0	0	1	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	1	0	0
7111|T126-R1	7111|G126	PF02671,PF03106,PF03106,NB,LRR,PF00069	PF02671,PF03106,NB,LRR,PF00069	NLX	N(L)X	noncanonical	41	66	41.1	59	0	0	1	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	90	0	0	0	0	0	0
7111|T130-R1	7111|G130	NB	NB	N	N	canonical	226	18	226.1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	1	0
7111|T131-R1	7111|G131	Coil,NB	Coil,NB	CN	CN	canonical	228	17	228.1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	98	0	0	1	0	0	0
7111|T132-R1	7111|G132	Coil,NB	Coil,NB	CN	CN	canonical	6	122	6.14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	1	0	0
7111|T138-R1	7111|G138	NB,LRR	NB,LRR	NL	NL	canonical	143	50	1803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	0	0	1
7111|T141-R1	7111|G141	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	96	0	0	0	1	1	0
7111|T142-R1	7111|G142	NB	NB	N	N	canonical	72	63	72.1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	4	0	0	0	0	1	0
7111|T144-R1	7111|G144	NB	NB	N	N	canonical	9	97	9.1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	1	0
7111|T148-R1	7111|G148	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	127	56	127.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	89	0	0	0	0	0	0
7111|T154.2-R1	7111|G154.2	NB	NB	N	N	canonical	54	64	54.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	83	0	0	0	0	1	0
7111|T155.1-R1	7111|G155.1	NB	NB	N	N	canonical	76	63	76.1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	98	0	0	0	1	0	0
7111|T159-R1	7111|G159	TIR,NB	TIR,NB	TN	TN	canonical	5	125	5.5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	89	0	0	0	0	0	0
7111|T160-R1	7111|G160	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	5	125	5.1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	96	0	0	0	1	0	0
7111|T162-R1	7111|G162	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	26	67	26.1	63	0	0	1	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	0	0	0
7111|T163-R1	7111|G163	TIR,NB,TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	21	69	21.1	62	0	0	1	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	76	0	0	0	0	0	0
7111|T166-R1	7111|G166	NB,LRR,TIR	NB,LRR,TIR	TNL	TNL	canonical	106	60	106.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	6	0	0	0	1	1	0
7111|T168-R1	7111|G168	TIR	TIR	T	T(L)	canonical	307	5	1701	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	1	1
7111|T170-R1	7111|G170	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	120	58	120.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	82	0	0	0	1	1	0
7111|T171-R1	7111|G171	TIR,Coil	TIR,Coil	T	T(L)	canonical	136	53	136.1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	1	1	0
7111|T172-R1	7111|G172	TIR	TIR	T	T(L)	canonical	131	54	1384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	1	1
7111|T174-R1	7111|G174	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	81	62	81.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	26	0	0	0	1	0	0
7111|T178-R1	7111|G178	NB,LRR,LRR	NB,LRR	NL	NL	canonical	70	63	1022	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	79	0	0	0	0	0	1
7111|T179.2-R1	7111|G179.2	RPW8,NB,PF00412,PF12315	RPW8,NB,PF00412,PF12315	RNX	R(C,N)X	noncanonical	117	58	117.1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	26	0	0	0	0	0	0
7111|T189-R1	7111|G189	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	138	52	1106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	29	0	0	0	0	0	1
7111|T191-R1	7111|G191	TIR,NB,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	149	49	149.1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	4	0	0	0	0	0	0
7111|T195-R1	7111|G195	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	180	35	180.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	73	0	0	1	0	1	0
7111|T196-R1	7111|G196	TIR,NB,PF08381,PF08381	TIR,NB,PF08381	TNX	T(N,L)X	noncanonical	154	46	154.1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	82	0	0	1	1	1	0
7111|T199.1-R1	7111|G199.1	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	66	63	66.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T199.2-R1	7111|G199.2	NB,NB,LRR	NB,LRR	NL	NL	canonical	68	63	68.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	95	0	0	0	0	1	0
7111|T201-R1	7111|G201	TIR,NB	TIR,NB	TN	TN	canonical	13	83	13.7	5	0	0	0	1	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	22	0	0	0	1	1	0
7111|T202-R1	7111|G202	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	171	39	171.1	36	0	0	0	1	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	16	0	0	0	0	1	0
7111|T203-R1	7111|G203	TIR,NB	TIR,NB	TN	TN	canonical	153	47	1316	1	0	0	0	1	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	1
7111|T204-R1	7111|G204	TIR,NB	TIR,NB	TN	TN	canonical	13	83	13.5	45	0	0	0	1	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	1	0	0	0	0	0	0
7111|T206-R1	7111|G206	TIR,NB	TIR,NB	TN	TN	canonical	34	66	34.1	56	0	0	0	0	1	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	55	0	0	0	0	0	0
7111|T209-R1	7111|G209	RPW8,Coil,NB,LRR	RPW8,Coil,NB,LRR	RCNL	R(C,N)L	canonical	31	66	31.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T210-R1	7111|G210	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	32	66	32.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T213-R1	7111|G213	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	109	59	109.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	39	0	0	0	0	1	0
7111|T214-R1	7111|G214	TIR,NB,NB	TIR,NB	TN	TN	canonical	102	60	102.2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	0
7111|T216-R1	7111|G216	TIR,TIR	TIR	T	T(L)	canonical	19	70	19.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	70	0	0	0	1	0	0
7111|T218-R1	7111|G218	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	37	66	37.1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	4	0	0	0	0	0	0
7111|T225-R1	7111|G225	NB	NB	N	N	canonical	114	59	114.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	79	0	0	0	0	0	0
7111|T227-R1	7111|G227	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	96	0	0	0	1	0	0
7111|T229-R1	7111|G229	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	278	7	278.2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	91	0	0	0	0	1	0
7111|T231-R1	7111|G231	RPW8	RPW8	R	R(C)	canonical	116	58	116.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	1	0	0	0	0	1	0
7111|T232-R1	7111|G232	RPW8	RPW8	R	R(C)	canonical	58	64	58.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	62	0	0	0	0	0	0
7111|T233-R1	7111|G233	RPW8	RPW8	R	R(C)	canonical	2	152	2.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	58	0	0	0	0	0	0
7111|T234-R1	7111|G234	RPW8	RPW8	R	R(C)	canonical	108	59	108.1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	36	0	0	0	0	0	0
7111|T235-R1	7111|G235	RPW8	RPW8	R	R(C)	canonical	265	9	265.1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	3	0	0	0	0	0	0
7111|T236-R1	7111|G236	Coil,NB	Coil,NB	CN	CN	canonical	12	86	12.8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	17	0	0	1	1	0	0
7111|T242-R1	7111|G242	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	36	66	36.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	0	0	0
7111|T245-R1	7111|G245	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	92	61	92.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	39	0	0	0	0	0	0
7111|T247-R1	7111|G247	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	50	65	50.1	61	0	1	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	1	0	0	0
7111|T251-R1	7111|G251	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	20	69	20.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	0	0	0
7111|T254-R1	7111|G254	TIR,NB,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	39	66	39.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	0	0	0
7111|T255-R1	7111|G255	TIR,NB	TIR,NB	TN	TN	canonical	111	59	111.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	0
7111|T256-R1	7111|G256	TIR,NB	TIR,NB	TN	TN	canonical	47	65	47.1	61	0	0	0	1	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	41	0	0	0	0	0	0
7111|T257-R1	7111|G257	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	85	62	85.1	57	0	0	0	1	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	95	0	0	0	0	0	0
7111|T261-R1	7111|G261	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	59	64	59.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	1	0	0
7111|T263-R1	7111|G263	TIR,Coil,NB,LRR	TIR,Coil,NB,LRR	TNL	TNL	canonical	112	59	112.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	90	0	0	1	0	1	0
7111|T266-R1	7111|G266	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	170	39	170.1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	15	0	0	0	1	1	0
7111|T268-R1	7111|G268	TIR,NB	TIR,NB	TN	TN	canonical	40	66	40.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	1	0	0	0	0	0	0
7111|T271-R1	7111|G271	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	NA	0	1545	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	7	0	0	0	0	0	0
7111|T276-R1	7111|G276	TIR,NB	TIR,NB	TN	TN	canonical	242	15	242.1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	23	0	0	0	0	1	0
7111|T278-R1	7111|G278	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	18	70	18.1	58	0	0	1	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T279-R1	7111|G279	NB,LRR	NB,LRR	NL	NL	canonical	350	3	761	3	0	0	1	0	1	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	95	0	0	0	0	0	0
7111|T281-R1	7111|G281	Coil,NB,NB	Coil,NB	CN	CN	canonical	15	80	15.3	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	0	1	1	0
7111|T285-R1	7111|G285	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	4	130	4.2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	98	0	0	0	0	1	0
7111|T288-R1	7111|G288	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	83	62	83.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	75	0	0	0	0	0	0
7111|T294-R1	7111|G294	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	175	37	175.1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	0
7111|T297-R1	7111|G297	TIR,NB,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	159	43	159.1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	82	0	1	0	0	1	0
7111|T299-R1	7111|G299	TIR,PF14223	TIR,PF14223	TX	T(N,L)X	noncanonical	192	30	192.1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	1	1	0
7111|T300-R1	7111|G300	TIR	TIR	T	T(L)	canonical	150	49	150.1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	5	0	0	1	1	1	0
7111|T301-R1	7111|G301	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	63	64	63.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	70	0	0	0	0	0	0
7111|T305-R1	7111|G305	NB,LRR	NB,LRR	NL	NL	canonical	27	67	27.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T307-R1	7111|G307	TIR	TIR	T	T(L)	canonical	62	64	62.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	1	0	0
7111|T308-R1	7111|G308	TIR	TIR	T	T(L)	canonical	51	65	51.1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	1	0
7111|T309-R1	7111|G309	TIR	TIR	T	T(L)	canonical	185	33	185.1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	1	0	0
7111|T311-R1	7111|G311	NB,LRR,Coil,NB,NB	NB,LRR,Coil	CNL	CNL	canonical	3	145	1434	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	97	0	0	0	1	1	1
7111|T313-R1	7111|G313	NB	NB	N	N	canonical	104	60	104.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T315.2-R1	7111|G315.2	Coil,NB	Coil,NB	CN	CN	canonical	56	64	56.1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T319-R1	7111|G319	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	35	66	35.1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	0	0
7111|T323-R1	7111|G323	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	166	40	166.1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	69	0	0	0	1	0	0
7111|T324-R1	7111|G324	TIR,NB,LRR,LRR,LRR	TIR,NB,LRR	TNL	TNL	canonical	165	41	165.7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	91	0	0	0	1	1	0
7111|T326.2-R1	7111|G326.2	TIR,PF04859	TIR,PF04859	TX	T(N,L)X	noncanonical	124	57	124.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	47	0	0	0	1	0	0
7111|T330-R1	7111|G330	Coil,NB,PF08268	Coil,NB,PF08268	CNX	C(N,L)X	noncanonical	335	3	796	3	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	74	0	0	0	1	0	0
7111|T333-R1	7111|G333	TIR,TIR	TIR	T	T(L)	canonical	52	64	52.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	23	0	0	0	0	0	0
7111|T338-R1	7111|G338	Coil,NB	Coil,NB	CN	CN	canonical	14	82	14.1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	58	0	0	0	0	0	0
7111|T341-R1	7111|G341	NB,NB,LRR	NB,LRR	NL	NL	canonical	65	63	65.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	34	0	0	0	0	0	0
7111|T344-R1	7111|G344	TIR	TIR	T	T(L)	canonical	123	57	123.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	1	0	0	0	1	0	0
7111|T345-R1	7111|G345	TIR	TIR	T	T(L)	canonical	29	66	29.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	29	0	0	1	0	1	0
7111|T346-R1	7111|G346	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	1	154	1.17	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	94	0	0	0	1	0	0
7111|T348-R1	7111|G348	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	152	48	152.1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	71	0	0	0	0	1	0
7111|T359-R1	7111|G359	NB	NB	N	N	canonical	207	24	207.1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	0
7111|T375-R1	7111|G375	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	77	63	77.1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	100	0	0	0	0	1	0
7111|T378-R1	7111|G378	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	110	59	110.1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	91	0	0	0	1	0	0
7111|T387-R1	7111|G387	NB	NB	N	N	canonical	22	67	22.1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	71	0	0	0	0	0	0
7111|T399-R1	7111|G399	RPW8,NB	RPW8,NB	RN	R(C)N	canonical	55	64	55.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	91	0	0	0	0	1	0
7111|T403-R1	7111|G403	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	10	95	1547	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	99	0	0	1	1	1	1
7111|T405-R1	7111|G405	NB	NB	N	N	canonical	126	56	126.1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	76	0	0	0	0	0	0
7111|T408-R1	7111|G408	Coil,NB,LRR	Coil,NB,LRR	CNL	CNL	canonical	8	101	8.2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	78	0	0	0	0	0	0
7111|T410-R1	7111|G410	TIR	TIR	T	T(L)	canonical	121	57	121.1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	61	0	0	0	1	0	0
7111|T416-R1	7111|G416	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	99	61	99.1	58	0	0	0	0	1	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	12	0	0	0	0	0	0
7111|T419-R1	7111|G419	NB	NB	N	N	canonical	103	60	103.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	0
7111|T431-R1	7111|G431	TIR	TIR	T	T(L)	canonical	200	25	200.1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	1	1	0
7111|T432-R1	7111|G432	TIR	TIR	T	T(L)	canonical	148	50	1735	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	1
7111|T433-R1	7111|G433	TIR,NB	TIR,NB	TN	TN	canonical	147	50	1343	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	0	0	0	0	0	0	1
7111|T434-R1	7111|G434	TIR,NB,LRR	TIR,NB,LRR	TNL	TNL	canonical	258	10	258.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	88	0	0	0	0	1	0
7111|T437-R1	7111|G437	NB	NB	N	N	canonical	93	61	93.1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Edi-0	UK	MAGIC	TSL	admixed	GS	30.1482	1	0	0	0	0	0	0
